1,21,1,1880,50.775,6.08333
1,720,1,1951,56.18333,10.23333
1,107000,1,1952,54.21667,-113
1,1914,1,1976,16.88333,-99.9
1,780,1,1902,-33.16667,-64.95
1,4239,1,1919,32.1,71.8
1,910,1,1949,44.83333,95.16667
1,30000,1,1814,44.21667,0.61667
1,1620,1,1930,-31.6,-65.23333
1,1440,1,1920,-30.86667,-64.55
1,1000,1,1974,16.39806,-9.57028
1,24000,1,1925,19.08333,8.38333
1,,1,1769,50.66667,2.33333
1,779,1,1949,29.51667,35.05
1,1800,1,1838,29.71667,77.95
1,3000,1,1959,8.91667,8.43333
1,50000,1,1981,39.91667,42.81667
1,160,1,1957,24.41667,39.51667
1,700,1,2001,13.66033,28.96
1,6000,1,1806,44.11667,4.08333
1,2000,1,1766,44.65,11.01667
1,625,1,1949,2,22.66667
1,252,1,2002,45.82133,6.01533
1,700,1,1835,51.78333,-1.78333
1,3200,1,1873,36.23333,37.13333
1,908,1,1860,44.88333,8.75
1,9251,1,1900,50.95,31.81667
1,228000,1,1883,45.26667,10.15
1,32000,1,1899,42.53333,-85.88333
1,2000000,1,1969,26.96667,-105.31667
1,3950,1,2008,20.74575,32.41275
1,6000,1,1977,35.27333,44.21556
1,6400,1,1895,27.66667,78.25
1,2700,1,1880,26.58333,85.56667
1,3200,1,1898,44.61667,-70.75
1,600,1,1969,48.7,37.5
1,17900,1,1939,20.88333,76.86667
1,256.8,0,,0,0
1,,1,1822,47.46667,-0.55
1,1500,1,1869,-22.96667,-44.31667
1,6500,1,1942,9.53333,39.71667
1,2500,1,1971,25.15,105.18333
1,320,1,1984,40.81056,140.78556
1,15000,1,1914,53.58333,-2.71667
1,3200,1,1803,43.86667,5.38333
1,810,1,1954,-33,-66
1,5070,1,1932,38.5,-94.3
1,7450,1,1950,-31.41667,-60.66667
1,41,1,1805,42.45,9.03333
1,9500,1,2009,31.805,-97.01
1,1300,1,1923,52.05,0.3
1,2000,1,1886,43.03333,12.55
1,1280,1,1920,25.25417,80.625
1,94.2,1,1896,20.06667,-103.66667
1,265,1,1933,34.75,-87
1,1384.2,1,1945,34.31667,-96.15
1,800,1,1836,44.38333,5.16667
1,50000,1,1865,36.16667,3.66667
1,2000,1,1842,44.33333,3.23333
1,50000,1,1858,43.08333,0.58333
1,9330,1,1952,-21.46028,-49.95083
1,1230,1,1908,46,13.5
1,146,1,1855,25,-103.5
1,134,1,1968,2.71667,32.83333
1,2830,1,1938,36.8,-108
1,18000,1,1814,48.6,38
1,10322,1,1934,28.48333,78.5
1,3700,1,1929,35.96667,-82.48333
1,345,1,1922,34.5,-88.66667
1,1000,1,1907,5.38333,16.38333
1,16700,1,1993,16.66667,101.18333
1,11500,1,1871,-6.91667,107.6
1,15000,1,1892,27.7,76.33333
1,14,1,1913,30.4,78.2
1,629,1,1933,-6.33333,106
1,6400,1,1790,43.95,-0.05
1,,1,1704,41.36667,2.16667
1,3200,1,1842,42.38333,-2.5
1,23.2,1,1904,52.73333,84.08333
1,17,1,1886,52,9.1
1,4500,1,1910,31.61667,76.8
1,44000,1,1965,52.56528,-1.33972
1,29560,1,2006,15.78333,-5.9
1,15500,1,1994,52.03333,20.93583
1,21000,1,1892,45.41667,-98.31667
1,86000,1,1902,38.25,-83.75
1,2900,1,2012,40.66813,-117.18913
1,1557,1,1989,11.08333,-0.18333
1,611,1,1916,36.75,-93.5
1,16000,1,1929,39.8,-101.2
1,14000,1,1893,51.16667,-117.33333
1,794,1,1949,53.01667,-4.1
1,375,1,1961,33.6,-96.46667
1,,1,1937,-32.33333,-64.86667
1,3700,1,1798,25.36667,82.91667
1,25000,1,2004,32.25,-8.15
1,19000,1,2001,32.86667,10.8
1,1770.5,1,1938,39.08333,-89.15
1,3880,1,1943,-26.16667,28.41667
1,45000,1,2002,30,-7
1,2840,1,1949,45.95,-67.55
1,270,1,2008,-31.91,-58.32833
1,18000,1,1924,11.65,-3.65
1,1440,1,1811,41.68333,-3.8
1,960,1,2004,40.30583,-105.02325
1,13.9,1,1859,42.53333,-73.83333
1,2000,1,1859,43.21667,-0.23333
1,1100,1,1921,33.88333,35.5
1,18,1,1877,20.88333,74.83333
1,678,1,2002,26.50833,73.11528
1,100,1,1893,20.83333,71.46667
1,1047,1,1940,22.68333,90.65
1,2500,1,1905,22.08333,86.9
1,4000,1,1827,53.1,23.2
1,1900,1,1887,50.13333,27.16667
1,25000,1,1999,12.45,-0.08333
1,488.1,1,1984,-33.15639,115.67639
1,560,1,1923,13.76667,5.3
1,6000,1,1843,34.16667,-80.28333
1,1039,1,1895,25.38333,82.6
1,1850,1,1796,49.78333,30.16667
1,330000,1,1899,60.4,25.8
1,705,1,1941,40.91667,-78.08333
1,2381,1,1906,36.83333,-97.33333
1,5100,1,1909,31.83333,-98.83333
1,470,1,1833,49.36667,16.63333
1,67.8,1,1938,40.48,-89.00417
1,7500,1,1977,33.83333,115.83333
1,56,1,1804,23,-102
1,8800,1,1962,12.5,0.7
1,256000,1,1916,44.55,131.63333
1,1676,1,1808,44.86667,10.05
1,8600,1,1894,21.95,78.03333
1,1342,1,1930,54.23333,52.48333
1,7000,1,1852,48.15,24.28333
1,500,1,1812,55.46667,35.86667
1,614,1,1823,51.33333,33.88333
1,190,1,2003,17.71067,-11.3715
1,3599,1,2011,17.17493,-11.34133
1,5460,1,1969,54.56667,-6.33333
1,762,1,1886,40.5,-80.08333
1,39000,1,1847,50.6,16.3
1,1500,1,1956,50.66694,8.18361
1,7250,1,1855,53.4,9.1
1,219,1,1933,52.13333,59.31667
1,303000,1,1960,53.9,-112.88333
1,5300,1,2001,39.77978,64.60035
1,2250,1,1964,,
1,324,1,2007,-31.35,129.19
1,357,1,1942,10.01667,9.58333
1,120000,1,1919,5,48
1,1504,1,1990,37.62194,-82.23722
1,25000,1,1946,40.2,29.23333
1,5000,1,1863,46.45,25.78333
1,1500,1,1852,26.78333,82.83333
1,29000,1,1861,27.08333,84.08333
1,41000,1,2008,52.996,-109.84817
1,25000,1,1870,37.98333,-1.16667
1,48500,1,1886,35.5,-93.5
1,212,1,1919,43.83889,20.33333
1,478,1,2007,3.405,-76.51
1,2400,1,1916,11.75,122.33333
1,23680,1,1991,-7.03333,-40.16667
1,4000,1,1964,39.8,26.6
1,945,1,1861,41.25,1.66667
1,34000,1,1866,43.38333,-5.15
1,1400,1,1973,38.47028,-105.24139
1,2300,1,1846,37.26667,-89.58333
1,750,1,1934,-30.88333,-64.55
1,342,1,2007,-16.66444,-69.04389
1,8,1,1902,38.5,27
1,7300,1,1874,36.08333,-78.06667
1,,1,1791,43.35,11.5
1,94,1,1848,44.38333,-68.75
1,15000,1,1583,39.8,16.2
1,1360,1,1810,36.5,-79.25
1,1025,1,1988,26.46667,-105.23333
1,45.6,1,1956,43.2,-96.91667
1,6460,1,1840,45.08333,8.3
1,3700,1,1998,28.53333,109.31667
1,0.5,1,1814,25.36667,81.66667
1,8200,1,1907,25.85,83.48333
1,18300,1,1933,-30.78333,-58.05
1,8800,1,1838,20.26667,76.01667
1,1100,1,1885,27.28333,79.05
1,1810,1,1977,29.08333,111.75
1,31500,1,1812,46.68333,1.05
1,4300,1,1835,36.16667,-87.33333
1,27000,1,1810,47.93333,1.56667
1,12000,1,1834,29.48333,75.5
1,4000,1,1815,47.71667,5.36667
